
it1       165.00       127.00
it2       165.00       127.00
it3       165.00       127.00
it4       165.00       127.00
it5       165.00       127.00
it6       165.00       127.00
it7       165.00       127.00
it8       165.00       127.00
it9       165.00       127.00
it10      165.00       127.00
it11      165.00       302.00
